title,episodes,mark,score,is_finish,series_follow,follows,coins,likes,danmus,views,area,count,season_type,tags,pub_date,long_com,short_com,production,cv,intro
梦幻妖子,24,免费,8.8,1,62188,62188,924,3841,10733,1482175,日本,184,1,['奇幻'],2000-04-20,1,59,Studio Pierrot,"十夜：小西克幸,梧納涼：浅野まゆみ,御景明：千葉進歩,美绪里：木村亚希子,浦川由：矢岛晶子",御景妖（妖子）本是一个平凡的少女，在她16岁生日那天，与孪生哥哥御景明应邀返回本家，其祖父及亲人早在家中等待。当祖父叫人拿出一个箱子的同时，妖子使出了咒力！妖子之父为救妖子而死，明也身受重伤。被雄飞搭救的妖子住进了同属天女的梧纳凉家。妖子擅自回家，被母亲袭击的时候变为了天女——瑟蕾丝！
Fate/EXTRA Last Encore,13,独家,8.8,1,3092918,3092918,169872,174214,890715,52695434,日本,41268,1,"['奇幻', '战斗', '游戏改']",2018-01-28,451,16499,SHAFT,"岸浪白野：阿部敦,Saber：丹下樱,远坂凛：植田佳奈,间桐慎二：神谷浩史,间桐樱：下屋则子,Archer：鸟海浩辅,Rider：高乃丽,Caster：野中蓝,Berserker：安井邦彦,Gawain：水岛大宙",那是，在被忘却的月球上开演的“EXTRA”之物语。 存在于月球的，拥有能实现任何愿望之力量的灵子计算机“Mooncell Automaton”。 构筑于Mooncell内部的灵子虚构世界“SE.RA.PH”。 赌上“圣杯”，由魔术师与英灵引发的新的月之圣杯战争，开演。
双恋,13,免费,8.8,1,177110,133908,3085,6456,39000,1322113,日本,432,1,"['日常', '校园']",2004-10-06,3,141,无,"樱月琦罗（姐）：伊月 ゆい,樱月娜罗（妹）：纲挂 裕美,一条薰子（姐）：堀江 由衣,一条菫子（妹）：小清水 亚美,白钟双树（姐）：门胁 舞,白钟沙罗（妹）：水桥 かおり,千草　初（姐）：吉住 梢,..",二见望是初中三年级学生，年幼时母亲早逝，和父亲两个人生活。父亲因为工作关系要调去夏威夷天文台，望决定寄住在亲戚雏菊阿姨家。 雏菊阿姨所在的小镇，也曾是望小时候和妈妈住过的故乡。重新走在熟悉的街道上，童年的记忆又浮现在了眼前。望想起了小时候常常和望一起玩的双胞胎一条姐妹……“不知道她们现在还住在这里么?” 在恰巧路过便利店的时候，望看见了一对双胞胎姐妹，便想看看是不是一条姐妹，没想到因为看得太专注，第一次出来购物的两位大小姐樱月姐妹便误以为他是坏人，慌乱时不小心丢了钱包。望急忙拣起钱包并准备还给樱月姐妹时...
机巧魔神,13,免费,8.8,1,165990,152888,2708,5721,17670,1634541,日本,505,1,"['科幻', '热血']",2009-04-02,0,152,无,"水無神操緒：戸松遥,夏目智春：入野自由,嵩月奏：野中藍,志津間哀音：佐藤聡美,黒崎朱浬：田中理恵",故事主角夏目智春在三年前空难意外幸存后，开始被自称守护灵的青梅竹马水无神操绪依凭，在高中开学前搬进了其兄长夏目直贵曾居住过的闹鬼房屋鸣樱邸，同日，穿着黑色服装的美女黑崎朱浬受其兄长之托将银色手提箱交给了夏目智春，并唤醒了名为“魔神相克者”的谜之兵器。被下达了必须运用兵器拯救世界的智春，却又遇上了自称恶魔的巫女，还有同样被幽灵缠上的学生会长等人，作品就以这些人为中心展开。
罪恶王冠 SP,11,免费,8.8,1,3794735,378459,8439,12435,13454,9034114,日本,1075,1,"['奇幻', '战斗', '热血']",2011-10-13,3,249,无,"樱满集：津田美波,梶裕貴,恙神涯：渡辺明乃,中村悠一,楪祈：茅野愛衣,樱满真名：茅野愛衣,达利尔·杨：内山昂輝,校条祭：嶋村侑,篠宫绫濑：花澤香菜",处于无政府状态的日本，受到了由超国家之间所组织成的名为“GHQ”的组织的武力介入并接受其统治，东京的六本木更成为被封锁的地区。之后又以名为“lost christmas（失落的圣诞）”的事件为契机，日本失去了独立国家的实质权力，并被赋予了表面上的自治权，由此人们开始享受短暂的和平。时光流逝，10年后的2039年。少年樱满集——怀抱着抑郁的心境，并对世间冷眼相待——在天王州第一高校就读的高中二年生，与同学们保持着一定距离的同时，度过着闲散而又平静的日子。然而集安稳的日常在某一天突然宣告结束。那天放学后，在自己中意的老地方和一...
永不消失的彩虹,12,免费,8.8,1,88038,88038,941,798,10659,903784,日本,255,1,"['萌系', '奇幻', '日常']",2006-10-23,0,104,无,"姫倉寧々：松井菜桜子,神代縁：小清水亚美,深峰莉子：清水愛,藤宮千紗：新谷良子,木之坂霧乃：宮崎羽衣,里緒奈美：葛西：山崎たくみ,外茵纶花：河原木志穂,矢島いぶき：田中涼子",故事的舞台是海岸边上的楢崎町，在这个小镇上有两种超常现象，其中之一是永恒存在的彩虹，还有一个就是被称为“Gift”的魔法，它可以实现这个镇上的原住民的一个愿望。有一天，曾经和主人公一起在小镇上生活过的义妹“莉子”又回来了。然后主人公和青梅竹马的“雾乃”之间的关系发生了诸多变化。这一游戏的推广使日本美少女游戏业得到了一定程度上的发展。
逮捕令 第二季,26,免费,8.8,1,104035,24870,700,795,15384,614644,日本,225,1,"['日常', '少女', '热血', '职场']",2001-04-07,1,54,无,"小早川美幸：平松晶子,辻本夏实：玉川砂記子,中岛剑：島田敏,花蝶 课长：政宗一成,东海林将司：関智一,佐贺纱织：飯塚雅弓,二阶堂赖子：小桜エツ子,葵双叶：松本梨香","一如既往的,中岛还是在美幸面前抬不起头来.夏实和东海林的关系倒是有了突飞猛进的发展.佐贺 沙织 美幸和夏实的徒弟,她也当警察了 墨东署会有什么样的新故事中岛和美幸到底结果会怎样~~~"
新勇者莱汀,26,免费,8.8,1,35407,35407,534,760,6922,586330,日本,114,1,"['科幻', '热血']",2007-03-03,1,35,Production I.G,"才贺淳贵：我妻正崇,前田崎太郎：三木眞一郎,碧乃玲：千叶纱子,星川花：本田贵子,寺崎宗次：藤原启治,小早川栞：冈田优香",普通的高中生驾驶着巨大的机器人战斗之类的，只不过是漫画中的故事而已，现实中是不可能存的……不远的未来的日本，普通的高中生才贺淳贵因为听说10年前就下落不明的身为考古学者的父亲的遗体在岩手黑神山的遗迹里发现了，于是赶往了岩手县的黑神山。 在遗迹里，淳贵失去了意识，并看到了不可思议的幻觉。而留在他身边的金色手镯上，刻着神化时代的文字「おおいなる者ライディーン」… 与此同时，仿佛在回应手镯的呼唤一般，伴随着落下的陨石，从黑神山的ダム湖中出现了散发出金色光芒的巨型的机器人……
破天荒游戏,10,免费,8.8,1,30723,30723,558,800,6211,344189,日本,183,1,"['奇幻', '少女', '魔法']",2008-01-04,0,67,无,"巴洛克希德：三木眞一郎,拉瑟尔：小林沙苗,亚尔赛德：櫻井孝宏",拉瑟尔（小林沙苗 配音）是一个黑发蓝眼，个性坚强的少女。同时，她还有着另一重身份——魔法师。某一日，因为父亲的一句话，拉瑟尔决定踏上修炼的旅途，为了成为更好的魔法师，她必须拓宽自己的眼界，用魔法帮助更多的人。亚尔赛德（樱井孝宏 配音）拥有着悲惨的回忆，痛苦的他发誓要找到杀害自己父亲的仇人，为此，他也踏上了寻仇之旅。在一次偶然中，这样的两人相遇了，虽然旅途的目的大相径庭，但两人还是结成了搭档。 在旅途中，两人遇见了表面上轻浮内心却十分专一的男子巴洛克希德（三木真一郎 配音），后者遂即加入了两人的队伍。随着...
仰望天空的少女瞳中的世界,9,免费,8.8,1,55417,55417,656,893,5637,332298,日本,271,1,"['奇幻', '科幻', '治愈', '架空']",2009-01-13,1,98,京都动画,"日高梦见：相泽舞,穆恩特：小野大辅,小野以知子：堀川千华,今村凉芽：今野宏美,高森和也：高桥伸也,戸部贵志：水原薫,日高茂：平松広和,日高望：井上喜久子,日高力：内田彩,伽斯：稲田彻,昆塔努：若本规夫,古里多利 ：白石稔","由京都动画制作的动画《MUNTO 》系列正式宣布将制作电视动画，并将其命名为《仰望天空的少女瞳中 宣传海报的世界（空を见上げる少女の瞳に映る世界）》，也在官方网站开设后公布了人物设定图。OVA 动画《MUNTO》以及第二作《穿越时空之壁（时の壁をこえて）》是分别在2003 年,2005 年由京都动画制作的系列作品，该作推出后就有不少人对於其世界观以及细腻的表现等部份给予好评。在过去的两部作品中，女主角「日高梦见（日高ユメミ）」，与找寻救世少女的异世界魔导王「MUNTO」，两人凭藉著信任和勇气的力量，一度拯救了濒临崩溃的天上界。在..."
迷宫塔 ～乌鲁克之盾～,13,免费,8.8,1,55173,50731,1185,1118,25868,903493,日本,269,1,"['奇幻', '科幻', '热血', '架空']",2008-04-04,1,78,无,"基鲁：KENN,メルト：郷田ほづみ,カーヤ：折笠富美子,库葩：茅原実里,ファティナ：堀江由衣,カイ：矢島晶子,マーフ：志村知幸,ケルブ：黒田崇矢,カリー：石田彰",网络游戏改，讲述吉尔勇闯迷宫塔进行冒险。 《龙之塔》说的是为了救回被恶魔德鲁亚加抓住的恋人卡依，主人公吉尔成为黄金骑士，登上60层的“德鲁亚加之塔”一边与怪物作战，一边向最上层前进的幻想故事。 上世纪八十年代被开发以来，曾在当时备受追捧，而此次的动画片是以原作的80后的世界为舞台原创的故事。 动画监督是指导过动画片《青之六号》《Last Exile》的千明孝一担任，动画构成请来了小说《全金属狂潮！》动画版系列指导，《凉宫春日的忧郁》和《Lucky Star》的脚本作者贺东招二。担任人设的是因动画《爆裂天使》而大受欢迎的原画家白...
STARRY☆SKY,26,免费,8.7,1,105475,105475,713,1517,5208,950844,日本,165,1,"['乙女', '校园', '日常']",2010-12-23,2,52,无,"东月锡也：小野大輔,土萌羊：緑川光,七海哉太：杉田智和,金久保誉：保志総一朗,宫地龙之介：神谷浩史,木之濑梓：福山潤,星月琥太郎：石田彰,阳日直狮：岸尾だいすけ,水岛郁：遊佐浩二",“星月学园”，是坐落在乡村小高丘的全日制高校。拥有能够清楚观测星空的良好地理条件。星月学园分为6种专业，以教育学生学习天文知识为目的。星月学园过去是一所男校，近几年，为了让学校变得更全面，这间学校开始招收女生。但由于地处穷乡僻壤，且教学过于专业，至今为止入学的女学生仅有主人公一人。虽说有儿时玩伴陪伴在身边，…但周边净是男生，主人公到底会有怎样的学园生活呢！？与拥有12星座性格特征的男孩子们相遇，共同度过的日子中，萌生出来的感情。在浩瀚璀璨的星海的守望下，一点一滴改变的恋爱心情以及天空的模样。在此为你送上...
幕末Rock,12,免费,8.7,1,43888,43888,2417,839,10758,329545,日本,166,1,"['搞笑', '音乐', '偶像', '游戏改']",2014-07-02,0,50,无,"坂本龙马：谷山紀章,高杉晋作：鈴木達央,桂小五郎：森久保祥太郎,冲田总司：小野賢章,土方岁三：森川智之",绝叫！狂热！爆衣！用ROCK来发动日本革命！冒险和音游的接合，全新幕末物语登场！时值幕末，新选组作为最高爱护（Top Idol顶级偶像），被德川幕府利用，对人民进行洗脑。以坂本龙马为首的志士们开始使用ROCK的力量改变世界。动画改编自一款2014年2月27日发售的PSP为平台恶搞向音乐节拍游戏。游戏中玩家扮演幕末志士坂本龙马，利用摇滚乐来改变日本，开启摇滚革命。此外日本幕末时期的名人高杉晋作，桂小五郎，冲田总司和土方岁三等也将华丽登场。以幕末为舞台，幕府直属的顶级偶像组合·新选组的「天歌」深得民心，支配了国家。而对幕府的行动抱...
神样DOLLS,13,免费,8.7,1,28498,28498,615,486,10669,339537,日本,238,1,"['奇幻', '日常']",2011-07-05,2,74,无,"玖吼理：枸雅诗绪：福圓美里,枸雅匡平：岡本信彦,史场日日乃：茅野愛衣,暗密刀：枸雅阿几：木村良平",“神样DOLLS”是连载于“月刊SundayGENE-X”的少年漫画，作者是山村哉。《神样DOLLS》讲述的是日常生活中作为“神的躯壳”而被供奉着的谜之人形“案山子”与少女们之间展开的非日常的现代幻想故事。
怪物弹珠 第二季 后篇,13,免费,8.7,1,70099,22595,762,1940,2359,589133,日本,118,1,"['奇幻', '战斗', '冒险']",2017-10-07,3,46,无,"焔レン：小林裕介,マナ：金元寿子,水澤葵：Lynn,影月明：河西健吾,若葉皆実：木村珠莉,オラゴン：福岛润","《怪物弹珠 第二季 消逝的宇宙篇》当解开全部的风水宝地的封印之后，诺查丹玛斯立刻预知到了恐怖的未来。从她吐露的只言片语中，莲等人感到一丝不安。这期间，斑目社长向全世界发表了新计划。就在世界处于震惊之际，莲与龙马的面前强敌""伊甸""现身！而此时，冷眼旁观事态发展的弥勒所采取的行动是——"
花牌情缘,25,免费,8.7,1,608691,437532,11852,9785,236805,6252700,日本,3223,1,"['少女', '运动', '校园', '热血']",2011-10-04,23,882,MADHOUSE,"绫濑千早：濑户麻沙美,绵谷新：细谷佳正,真岛太一：宫野真守,大江奏：茅野爱衣,西田优征：奈良徹,驹野勉：代永翼,若宫诗畅：中道美穂子",漫画原作「花牌情缘」是由末次由纪创作，连载于「BELOVE」的少女漫画。故事主要讲述女主角绫濑千早与喜欢歌牌的少年绵谷新相遇后终于有了属于自己的梦想，而千早的青梅竹马真岛太一也被新和千早所影响，开始对歌牌热衷起来。然后三人因各种原因各奔东西，而将他们紧紧联系在一起的便是歌牌，他们约定“只要继续玩歌牌，总有一天还是会见面”，故事就是讲述了他们丰富多彩的竞技歌牌旅程……
笑面推销员NEW,12,免费,8.7,1,339390,339390,17648,32583,178806,7936470,日本,1829,1,['漫画改'],2017-04-03,27,537,无,丧黑福造：玄田哲章,本次的TV动画版保存了原作的风格，并以单个故事1话完结的形式，合成现代版「笑面推销员」。在这个充满压力的社会有着各种烦恼的嘉宾角色会在各话登场，也将有豪华的声优阵容。藤子(A)表示「我年纪已经老了很多，但丧黑却越来越容光焕发。他这次又将如何表现!?让我们拭目以待!」。
漫研部～Surgical Friends～,12,免费,8.7,1,95043,37856,1016,923,1670,717859,日本,142,1,"['搞笑', '校园', '日常', '泡面']",2017-01-03,0,42,无,"愛：大坪由佳,麻衣：内田彩,みい：内田真礼,ぽのか：茅野愛衣,ちょぼ先生：ニーコ,夏菜子：仲谷明香,幸恵：佐倉綾音,鳥痔郎：佐々木未来,その他：天津向","漫画研究部所属的爱,麻衣,美依，一边与逼近地球的邪恶侵略者战斗，一边和竞争对手在淘汰赛中战斗，然而还是一如既往地除了爱以外都没有在画漫画……"
精灵宝可梦 剧场版16：神速的盖诺赛克特 超梦觉醒,1,会员专享,8.7,1,616729,66530,1654,3237,17362,1315002,日本,237,1,['架空'],2013-07-13,0,52,无,"色彩指定：井上あきこ,动画制作：オー・エル・エム",神奇宝贝2013年新剧场版标题正式定名为《神速的灭世虫》，并预定于2013年7月13日上映，届时，附加短篇《皮卡丘与伊布好朋友》也会同时公开。本次即将与明年7月上映的剧场版是《宠物小精灵》系列的第16部剧场版动画，上一部作品名为《宠物小精灵 Best Wishes 酋雷姆VS圣剑士》，而新作则是以被真红之铠包裹着，曾在3亿年前被等离子团改造了的口袋妖怪盖诺赛特为主角，在特报中登场的正是被称为“神速的灭世虫”(又译：盖诺赛特)的口袋妖怪，它比平常的盖诺赛特行动更快速，能力更强劲！尤其是在“高速飞行行态”下时，更是为神速！而剧场版中它...
神装少女小缠,12,免费,8.7,1,360972,357501,17295,23665,120832,7653285,日本,967,1,"['魔法', '神魔', '原创']",2016-10-04,4,315,无,"皇缠：諏訪彩花,草薙由真：大空直美,克拉鲁斯·特尼特鲁斯：戸松遥,皇伸吾：東地宏樹,春夏・ルシエラ：川澄綾子,カリオテ：檜山修之,手塚秀夫：阿部敦","公元2016年——。在釜谷市的天万神社做着巫女工作的初中2年生，皇缠。自幼与母亲分别的她，长年被寄养在祖父母的家中，从三个月前开始终于和父亲伸吾一起生活。也许是因为有过这种境遇的缘故，缠向往着平凡而安稳的日常。缠的好友,同时也是工作伙伴的草薙由麻，是出生于天万神社神主一族的次期巫女候补。她知道一族先祖代代都在进行驱除恶灵的“退魔行”，并邀请缠前去挑战“退魔行”的仪式“神悬之仪”。放学后，一如往常前往神社的两人，却在被毁坏的神社境内遇到了受伤倒地的由麻父母。不止如此，身为刑警的伸吾正在搜查中的诡异事件的重要..."
魂狩,13,免费,8.7,1,30196,30196,309,404,2443,316536,日本,101,1,"['推理', '智斗']",2001-04-04,1,38,无,"中原小麦：桃井晴子,壬生四郎：小野坂昌也,岬真夜：大谷育江",在黄昏雪中的某个教会，伊达京介被不知被什么人袭击即将断气的母亲亲手刺中心脏——这就是一切的开端。被误认为死去而被埋葬的京介，被美少女岬真夜从墓中掘出，而真夜却又被拥有世界级科技水平的大型跨国企业桐原集团绑架，京介自己也被神秘的变异人组织Hospital的刺客袭击。在陷入窘境的京介面前又出现了神秘男子壬生士郎，他告诉了京介出生后就被分开的双胞胎妹妹，以及她的分身Flicker的存在，而真夜即是Flicker中的一个。母亲的死和妹妹的谜团萦绕在京介脑中不知其解。为了救出真夜，京介与士郎一同闯进了桐原集团的海上设施……
东之伊甸II -Paradise Lost,2,免费,8.7,1,196612,20296,719,667,6551,294124,日本,242,1,"['奇幻', '智斗', '治愈']",2010-03-13,0,43,无,"森美咲：早見沙織,泷泽朗：木村良平",日本各地被投下了10枚导弹，然而却出现了没有一人牺牲的局面，人们称此次事件为“愚蠢的星期一”，并很快地被人们所淡忘。事件过后3个月前往美国进行毕业旅行的森美咲，在白宫前被卷入冲突事件，被一个日本人救下。那人名叫滝泽朗，他失去记忆，一丝不挂，手里握着手枪和被冲入82亿日元的电子货币的手机……。龙泽朗是什么人？谜一般的手机的实体是什么？龙泽朗失去的记忆又是什么？
加速世界 Infinite Burst,1,会员专享,8.7,1,1349325,287944,14397,6752,133087,4709751,日本,1217,1,"['小说改', '恋爱', '战斗', '励志']",2016-07-23,6,302,Sunrise,"黑雪姬：三泽纱千香,有田春雪：梶裕贵,仓岛千百合：丰崎爱生,黛拓武：浅沼晋太郎",故事发生在人人都使用名为“Neural Linker（神经连结装置）”的终端设备连线，生活的大半时间都建构在网络世界的不远未来。因为身材肥胖而受到欺凌的学生有田春雪，过着一边诅咒现实，一边躲在校内网络一角提升自己壁球游戏的分数最高纪录的日子。某天，美丽的副学生会长黑雪公主突然出现在他的面前，留下了谜一般的话语：“少年…想不想“加速”到更快的境界？”
屁屁吾郎,13,独家,8.7,1,156168,156168,6016,7193,94919,6679630,日本,636,1,"['日常', '泡面']",2016-07-03,0,222,无,导演：谷口崇,屁吾郎动画全集是一部搞笑原创动画，由谷口崇担任监督。将于2016年7月正式播出，同时也将进行YOUTUBE配信。
KY系JC小空气,4,免费,8.7,1,11570,11570,79,24,1279,137280,日本,123,1,"['萌系', '搞笑', '日常', '泡面']",2013-08-05,0,52,无,"导演：奥居久明,人物设定：奥居久明,演出：奥居久明,分镜：奥居久明,美术监督：金子雄司",网络动画KY系JC小空气 KY：不懂的看气氛 JC：女初中生 本片为一个脑洞略大的不会看气氛的初中女生的日常生活故事泡面番
OZMAFIA!!,12,独家,8.7,1,297104,297104,4164,16808,31670,5348216,日本,286,1,"['萌系', '日常', '泡面']",2016-07-06,1,116,Creators in Pack,"Caramia：新垣樽助,Kyrie：兴津和幸,Axel：梯笃司,Scarlet：市来光弘,Caesar：桐本拓哉,So：井口祐一,Bercy：峰岸佳,Heidi：高桥英则","转入了奥兹学园的Scarlet，被卷入了某件麻烦事。在他面前出现并帮助他的是，Caramia,Kyrie,Axel这三人——。"
Rewrite,13,独家,8.7,1,2118513,1701533,121145,69374,1130628,40927370,日本,4754,1,"['奇幻', '校园', '穿越']",2016-07-03,35,1453,8bit,"天王寺瑚太朗：森田成一,神户小鸟：斋藤千和,凤千早：筱宫沙弥,千里朱音：喜多村英梨,中津静流：铃木惠子,此花露西娅：朝树里沙,篝：花泽香菜,凤咲夜：小西克幸,吉野晴彦：柳田淳一,西九条灯花：田中凉..","绿化都市风祭。在这个文明和绿色共存的理想都市里居住着的天王寺瑚太朗和神戸小鳥,吉野晴彦等朋友们过着平凡的每一天。就在这平静的风祭市里,每年一次的喧嚣时期到来了。这就是将整个都市气氛烘托热烈的收获祭。 宛如迎接巨大的文化祭一般,瑚太朗开始了捕捉新闻线索的打工。风祭的未确认生物情报,原本只是超自然现象一般的流言，结果却逐渐被染上了一层真实的色彩。同时期,瑚太朗的身边也开始逐渐开始出现各种无法解释的现象。瑚太朗请求神秘研究会的部長千里朱音进行调查协助,而他的朋友们也被卷入了这场调查行动之中。这对瑚太朗来说,..."
年老的鳄鱼,1,免费,8.7,1,19716,19716,411,544,1040,150258,日本,119,1,['治愈'],2006-08-05,0,48,无,导演：山村浩二,"古老的埃及，生活着一只活了上千年的鳄鱼。然而由于无法抗拒的衰老，他变得羸弱不堪，无法觅食，只得吃掉身边的家人。同伴们对他憎恨不已，却又无可奈何。伤心的老鳄鱼离开伙伴，又向大海。不久，他结识了一只自称有12条腿的章鱼，白天他们四处觅食，晚上则在某个堡礁上休憩。每到这个时候，老鳄鱼便难耐饥饿的折磨，偷偷吞掉章鱼的一条腿。未过多久，章鱼失去了最后一条腿，面临着悲惨的命运。老鳄鱼的命运又将如何…… 本片根据法国画家Léopold Chauveau的图画书《Le vieux crocodile》改编，并荣获第9回文化厅Media艺术节动画单元优秀奖,第1..."
超能力少女兰,26,独家,8.7,1,71734,71734,1074,6381,4080,925523,日本,170,1,['治愈'],2008-06-21,0,56,无,"矶崎兰：加藤英美里,明波翠：植田佳奈,绫濑留衣：下和田裕贵,矶崎凛：关智一,大原桃子：折笠富美子","故事的主人公兰是个拥有超能力的开朗又精神的中学一年级女生。同样也拥有超能力的同级生名波翠,綾瀬留衣和她一起被卷入一系列不可思议的事件。通过他们面对各种事件，兰起初对自己的不可思议的力量感到烦恼，尽管接触到了人心中不好的部分，但在家族和朋友的支持下，逐渐接受了他人所谓不同的“自己”的存在而成长起来。在兰他们面前发生的各种事件之谜，到底这三人会如何如何去解开呢？由青鸟文库出版的小说《超能力少女 兰》被NHK电视台动画化。小说作者是あさのあつこ，代表作是风靡日本的《野球少年》。"
祝福的钟声,12,免费,8.7,1,172542,172542,3442,9345,11843,1402747,日本,356,1,['恋爱'],2010-07-02,1,107,无,"米内特：門脇舞以,阿妮艾斯·布兰洁：水橋かおり,卡莉娜·贝鲁利缇：こやまきみこ,切露西‧阿科塔：今井麻美,雷斯特·孟克拉夫特：岡本信彦,莉特丝・托鲁蒂亚：後藤麻衣,サルサ・トルティア：成瀬未亜",被美誉为“世界的宝物库”的都市“艾尔塔利亚”的人们正在为“收获祭”作准备，加上今年是7年1遇的“Air”满盈之际，因此街上都聚集了由世界各地前来的商人和游客。冒险团“Oasis”所属的青年·列斯塔和青梅竹马·卡利娜在街上遇见了自称世界第一人偶师的阿尼艾斯和神殿骑士·切尔西，他们准备观看夜空的流星。当夜，列斯塔他们在艾尔塔利亚大圣堂的天台聚会，一颗流行在他们头上滑过，落在大圣堂之塔上。他们立刻赶到塔里，在那里，他们发现了一间密室，那里竟躺着一个可爱的少女。当列斯塔走近，少女就醒了，并微...
新网球王子,13,会员专享,8.7,1,822526,102867,4367,11935,63445,5208938,日本,543,1,"['搞笑', '校园', '运动', '奇幻']",2012-01-04,0,140,Production I.G,"真田弦一郎：楠大典,远山金太郎：杉本ゆう,越前龙马：皆川純子,手冢国光：置鮎龍太郎,不二周助：甲斐田ゆき,迹部景吾：諏訪部順一,白石藏之介：細谷佳正,德川一矢：小野大輔,入江奏多：相葉裕樹",从美国回来的龙马接受了更加严苛的训练，表示日本已经无法满足王子们了，他们终于将要进军世界了。在体育竞技方面，从全国大赛时便开始愈发的脱离常识。在全国大赛奋勇激战的中学生们选取了50名精英作为代表，这次将要向高中生挑战。这次故事的舞台是U-17，日本代表集训。这个号称培养日本网球界顶尖高手的集训首次招收了中学生。
精灵宝可梦 剧场版14 黑：比克提尼与黑英雄 捷克罗姆,1,会员专享,8.7,1,616729,58747,836,1904,13509,824929,日本,151,1,"['架空', '穿越', '冒险']",2011-07-16,0,30,无,"艾莉丝：悠木碧,天桐：宮野真守,小智：松本梨香,比克提尼：水樹奈々","为了成为合格的神奇宝贝训练师，小智（松本梨香 配音）,天桐（宫野真 配音）,艾莉丝（悠木碧 配音）带着各自的小伙伴继续修业之旅。这次他们来到了美丽的山中小镇艾茵多奥克参加神奇宝贝的比赛，并在此遇到了传说中拥有神奇力量的神奇宝贝比克提尼（水树奈奈 配音）。早在一千多年前，艾茵多奥克所在的土地上有一个美丽富饶的大地之乡，可是两个王子分别带着黑龙杰克罗姆（高桥英树 配音）和白龙雷西拉姆（谷原章介 配音）发生争斗，令国家崩溃在即。老国王借助比克提尼的力量暂时稳定住了龙脉，而大地之乡则从此凋零。作为大地之乡的后裔，..."
精灵宝可梦 剧场版14 白：比克提尼与白英雄 雷希拉姆,1,会员专享,8.7,1,616729,56208,605,1423,3886,714940,日本,141,1,"['魔法', '冒险']",2011-07-16,0,24,无,"艾莉丝：悠木碧,天桐：宮野真守,小智：松本梨香,比克提尼：水樹奈奈",《口袋妖怪》（又译宠物小精灵）这部作品相信老一辈的动漫FANS们绝对影响深刻吧？这部原本由游戏界王者任天堂开发的一款游戏，每推出新的一部游戏作品便会诞生新的动画，而这部游戏作品至推出以来每一代必定突破300万的销量大关，而他的动画也给任天堂带来了巨额的利润，在最新上映的TV动画《口袋妖怪 Best Wishes》没多久，制作方也宣布将《口袋妖怪 Best Wishes》搬上大荧幕，《口袋妖怪 Best Wishes》剧场版将于7月16日与我们正式见面！想要抢先一睹本作风采的FANS们可以去官网看看宣传剧场版的影像。既然你诚心诚意的发问了，我们就大发慈...
温泉巡礼,1,免费,8.7,1,37624,37623,257,386,873,195031,日本,104,1,['治愈'],2012-11-28,0,35,无,"汤上诚：中村悠一,白羽由理：佐藤聪美,塔之泽榴：大龟明日香,六弥三友：伊藤加奈惠,御子贝秋乃：金元寿子,宇敷户仓：茅野爱衣",讲述的是喜欢温泉巡礼的宅男主人公汤上诚，在某温泉街进行第一百处温泉巡礼时，邂逅了温泉女神白羽由理并对其一见钟情，但因此而使她失去了神力。为了帮助温泉女神，在温泉旅馆工作的女孩子们劝汤上诚留在温泉旅馆工作，于是一名宅男和一只女神以及4位温泉旅馆看板娘的温泉生活由此展开。
法外制裁者 OAD,3,免费,8.7,1,265794,39128,430,751,6585,667575,日本,118,1,"['乙女', '战斗']",2012-12-17,0,40,无,"大神零：岡本信彦,桜小路桜：日笠陽子,刻：鈴村健一",某一天，女主角樱小路乘坐巴士从学校归来，突然看到公园里燃起苍蓝色的火焰。火焰里的人们被活活烧死，而那里有着一位身穿学生制服的少年的身影。
乔瓦尼之岛,1,免费,8.7,1,34707,34707,499,494,4222,213811,日本,168,1,['治愈'],2014-02-22,2,51,Production I.G,"塔妮亚：仲间由纪惠,淳平：市村正亲,宽太：中山裕介",1945年春天，北方四岛之一的色丹岛被恬静安宁的气氛所笼罩，让人丝毫也感觉不到战争的紧张气息。担任防卫队长的濑能辰夫（市村正亲配音）与老父亲源三（北岛三郎配音）和两个儿子——10岁的淳平（横山幸汰配音）以及7岁的宽太（谷合纯矢配音）生活在一起，祖孙三代其乐融融[2] 。兄弟两人对宫泽贤治的《银河铁道之夜》情有独钟。日本战败后，岛上来了苏联人。渔民们的生活遭到了限制，不准出海打鱼，一家人也被迫住进马棚。只有经常在本土和小岛间往来的英夫（知道存粮的秘密，并经常劝说辰夫将存粮交给他去换钱）会偶尔给孩子们带来一些惊喜...
